date,temperature,rainfall,humidity
1998-01-20,13.08,0.82,68.5
1998-01-21,16.57,0.14,64.0
1998-01-22,13.42,0.46,68.0
1998-01-23,16.22,0.7,60.8
1998-01-24,15.47,2.86,67.4
1998-01-25,13.91,2.36,63.0
1998-01-26,17.6,0.88,69.5
1998-01-27,13.21,1.93,66.0
1998-01-28,16.44,1.26,72.5
1998-01-29,16.63,0.63,65.9
1998-01-30,14.19,1.94,63.7
1998-01-31,17.35,1.73,68.3
1998-02-01,14.96,1.45,79.6
1998-02-02,15.84,1.44,73.5
1998-02-03,15.87,1.72,64.3
1998-02-04,15.36,0.73,68.5
1998-02-05,16.86,3.05,65.4
1998-02-06,16.91,0.27,64.6
1998-02-07,13.18,3.23,69.2
1998-02-08,17.85,0.63,68.0
1998-02-09,13.48,0.2,64.3
1998-02-10,17.61,1.37,66.4
1998-02-11,17.84,0.71,70.2
1998-02-12,14.61,2.54,67.2
1998-02-13,15.72,0.85,70.2
1998-02-14,14.78,1.66,67.0
1998-02-15,16.21,0.55,73.0
1998-02-16,16.17,0.35,67.4
1998-02-17,17.9,0.74,74.2
1998-02-18,18.8,1.4,69.7
1998-02-19,19.03,1.6,60.6
1998-02-20,16.2,1.29,70.2
1998-02-21,16.84,6.64,74.2
1998-02-22,14.73,1.76,69.1
1998-02-23,16.16,4.02,71.0
1998-02-24,18.93,0.19,75.3
1998-02-25,20.02,0.1,79.9
1998-02-26,15.86,0.56,78.2
1998-02-27,16.93,0.22,73.2
1998-02-28,17.9,1.12,75.5
1998-03-01,18.48,1.1,73.3
1998-03-02,16.96,1.28,65.5
1998-03-03,18.93,2.05,79.5
1998-03-04,17.71,5.33,79.8
1998-03-05,18.52,3.16,65.0
1998-03-06,19.48,0.19,71.6
1998-03-07,18.8,0.62,81.3
1998-03-08,18.26,0.44,74.8
1998-03-09,18.87,0.29,68.8
1998-03-10,19.03,1.18,80.0
1998-03-11,18.74,1.21,74.6
1998-03-12,19.04,0.39,80.6
1998-03-13,21.95,1.87,74.6
1998-03-14,20.53,1.98,63.5
1998-03-15,19.37,0.03,83.4
1998-03-16,20.99,0.76,68.9
1998-03-17,19.58,3.31,72.3
1998-03-18,21.97,1.1,80.6
1998-03-19,20.9,0.64,86.0
1998-03-20,20.32,0.44,74.3
1998-03-21,21.29,0.42,76.5
1998-03-22,18.4,0.16,68.8
1998-03-23,19.2,2.55,73.4
1998-03-24,19.23,0.14,80.3
1998-03-25,21.38,0.52,76.4
1998-03-26,23.9,0.07,83.6
1998-03-27,24.78,2.28,68.0
1998-03-28,22.53,0.06,67.8
1998-03-29,22.46,0.55,71.6
1998-03-30,19.15,1.28,71.8
1998-03-31,21.17,0.79,79.8
1998-04-01,20.94,0.5,72.9
1998-04-02,21.33,0.48,69.1
1998-04-03,22.15,2.4,77.0
1998-04-04,21.83,5.47,71.1
1998-04-05,19.7,0.64,69.5
1998-04-06,23.93,0.06,80.3
1998-04-07,21.34,0.06,81.4
1998-04-08,23.44,2.14,79.8
1998-04-09,26.33,1.21,70.7
1998-04-10,21.98,2.3,71.9
1998-04-11,19.7,1.79,77.5
1998-04-12,23.2,3.57,78.5
1998-04-13,25.42,3.26,73.5
1998-04-14,26.84,2.33,80.7
1998-04-15,22.19,0.97,64.4
1998-04-16,24.91,0.55,71.7
1998-04-17,23.6,1.06,85.5
1998-04-18,24.27,1.05,74.3
1998-04-19,28.53,1.41,71.9
1998-04-20,22.44,0.31,76.6
1998-04-21,25.21,1.6,69.4
1998-04-22,25.66,0.91,62.4
1998-04-23,26.71,1.45,89.0
1998-04-24,25.36,0.41,69.6
1998-04-25,25.8,0.85,74.9
1998-04-26,24.88,0.35,74.5
1998-04-27,25.99,3.12,76.0
1998-04-28,25.2,1.0,69.5
1998-04-29,26.77,0.38,60.4
1998-04-30,25.41,0.06,69.9
1998-05-01,26.65,1.69,73.2
1998-05-02,26.16,0.36,73.5
1998-05-03,28.01,6.85,80.6
1998-05-04,26.36,1.14,71.3
1998-05-05,23.89,0.51,73.6
1998-05-06,28.56,1.61,68.4
1998-05-07,25.42,0.48,69.3
1998-05-08,25.91,2.57,82.1
1998-05-09,26.11,0.55,68.4
1998-05-10,29.17,6.67,69.9
1998-05-11,24.01,1.39,77.1
1998-05-12,32.03,2.79,81.0
1998-05-13,29.01,0.11,75.3
1998-05-14,36.49,0.64,75.2
1998-05-15,27.55,2.01,64.7
1998-05-16,28.16,1.6,73.3
1998-05-17,28.61,0.32,69.0
1998-05-18,28.89,0.66,72.8
1998-05-19,28.85,0.46,68.8
1998-05-20,28.25,1.43,67.2
1998-05-21,27.91,0.63,62.5
1998-05-22,28.07,0.55,69.2
1998-05-23,28.09,0.35,70.3
1998-05-24,30.17,0.79,58.8
1998-05-25,29.44,0.33,66.0
1998-05-26,24.22,4.93,67.5
1998-05-27,29.7,0.25,71.5
1998-05-28,29.08,3.67,65.4
1998-05-29,28.84,0.84,71.3
1998-05-30,28.36,0.71,69.4
1998-05-31,30.7,0.39,72.1
1998-06-01,30.51,6.06,64.9
1998-06-02,27.99,6.94,65.9
1998-06-03,29.83,3.78,69.9
1998-06-04,27.83,0.34,61.7
1998-06-05,27.28,15.04,66.3
1998-06-06,28.46,23.57,71.3
1998-06-07,30.76,3.38,62.8
1998-06-08,30.95,5.71,67.5
1998-06-09,30.34,3.59,65.7
1998-06-10,30.71,2.33,72.8
1998-06-11,30.44,0.48,65.6
1998-06-12,28.75,3.65,67.6
1998-06-13,30.41,10.24,63.9
1998-06-14,31.0,0.1,61.9
1998-06-15,30.97,5.24,65.3
1998-06-16,31.66,12.76,61.1
1998-06-17,30.98,1.47,68.9
1998-06-18,30.48,1.21,69.3
1998-06-19,31.58,8.88,63.6
1998-06-20,29.97,1.77,60.7
1998-06-21,28.71,1.28,63.8
1998-06-22,29.81,2.85,56.1
1998-06-23,28.96,2.99,58.4
1998-06-24,29.09,12.43,56.5
1998-06-25,29.9,5.78,58.0
1998-06-26,28.94,3.12,58.4
1998-06-27,29.68,4.59,54.7
1998-06-28,27.31,18.47,59.6
1998-06-29,30.48,0.72,59.7
1998-06-30,30.16,1.4,63.3
1998-07-01,28.94,19.71,60.7
1998-07-02,31.15,18.92,66.9
1998-07-03,31.57,1.17,62.6
1998-07-04,27.75,0.94,71.1
1998-07-05,29.01,3.28,53.3
1998-07-06,28.99,0.31,63.8
1998-07-07,28.72,6.38,50.7
1998-07-08,31.36,0.48,63.6
1998-07-09,29.81,0.36,60.0
1998-07-10,29.68,3.98,56.7
1998-07-11,27.05,18.99,58.6
1998-07-12,30.99,3.34,54.8
1998-07-13,28.15,2.64,54.1
1998-07-14,30.07,37.16,59.0
1998-07-15,30.37,4.56,48.4
1998-07-16,31.96,2.82,57.9
1998-07-17,27.92,2.93,55.4
1998-07-18,25.32,1.3,54.2
1998-07-19,30.08,4.31,53.1
1998-07-20,32.47,3.47,56.5
1998-07-21,31.58,1.89,60.2
1998-07-22,29.99,1.05,66.0
1998-07-23,28.89,2.24,60.2
1998-07-24,30.78,4.26,58.5
1998-07-25,28.06,0.36,50.2
1998-07-26,30.18,1.0,50.9
1998-07-27,30.17,17.7,53.6
1998-07-28,30.94,4.7,55.6
1998-07-29,33.43,0.39,50.9
1998-07-30,29.81,7.09,58.9
1998-07-31,28.39,0.38,49.3
1998-08-01,29.05,8.06,46.2
1998-08-02,26.37,8.32,57.4
1998-08-03,27.91,6.32,53.2
1998-08-04,28.26,7.91,50.4
1998-08-05,28.01,0.55,44.8
1998-08-06,28.95,7.78,56.3
1998-08-07,27.41,0.88,63.1
1998-08-08,30.24,2.49,53.4
1998-08-09,28.47,17.16,47.6
1998-08-10,28.38,4.19,51.8
1998-08-11,27.81,20.55,53.2
1998-08-12,28.45,0.56,52.7
1998-08-13,29.36,3.9,45.9
1998-08-14,26.73,0.39,47.3
1998-08-15,26.95,5.97,45.9
1998-08-16,27.38,0.49,51.3
1998-08-17,25.72,1.16,48.9
1998-08-18,26.41,1.8,54.8
1998-08-19,26.82,8.29,50.1
1998-08-20,28.75,1.07,52.3
1998-08-21,27.73,11.25,47.2
1998-08-22,27.52,0.85,39.3
1998-08-23,28.4,0.22,54.9
1998-08-24,26.8,3.02,48.7
1998-08-25,27.49,23.31,50.0
1998-08-26,26.63,0.7,51.8
1998-08-27,27.07,0.64,48.9
1998-08-28,25.69,8.35,38.2
1998-08-29,22.79,2.25,45.6
1998-08-30,26.13,7.58,44.8
1998-08-31,28.34,1.34,44.8
1998-09-01,27.48,3.7,45.9
1998-09-02,27.42,1.85,47.1
1998-09-03,27.7,3.6,56.3
1998-09-04,25.86,8.79,49.2
1998-09-05,25.9,8.61,50.1
1998-09-06,24.55,4.35,44.0
1998-09-07,24.88,15.82,53.7
1998-09-08,26.15,1.84,46.8
1998-09-09,26.9,1.65,46.0
1998-09-10,24.76,5.71,37.0
1998-09-11,24.16,5.83,49.4
1998-09-12,24.71,0.29,50.4
1998-09-13,25.48,5.62,50.2
1998-09-14,22.28,2.81,38.6
1998-09-15,20.87,8.26,50.2
1998-09-16,23.36,9.9,43.9
1998-09-17,22.22,4.82,39.1
1998-09-18,23.15,0.01,56.1
1998-09-19,23.56,6.07,52.9
1998-09-20,22.96,8.29,48.5
1998-09-21,25.69,1.72,47.8
1998-09-22,23.86,3.75,53.0
1998-09-23,23.69,20.24,42.7
1998-09-24,24.03,2.12,57.5
1998-09-25,21.25,1.52,45.3
1998-09-26,24.38,1.42,50.0
1998-09-27,22.57,4.91,47.7
1998-09-28,23.56,17.95,40.0
1998-09-29,20.81,5.63,45.1
1998-09-30,19.95,2.17,52.4
1998-10-01,23.36,1.53,41.1
1998-10-02,22.57,1.47,51.8
1998-10-03,20.51,1.36,48.3
1998-10-04,20.42,0.26,38.5
1998-10-05,23.28,1.51,45.0
1998-10-06,19.67,0.84,44.8
1998-10-07,23.78,0.03,40.0
1998-10-08,19.83,1.16,46.6
1998-10-09,22.0,6.8,38.4
1998-10-10,20.41,0.65,49.6
1998-10-11,21.67,5.05,40.8
1998-10-12,19.82,0.15,43.7
1998-10-13,20.25,1.98,45.3
1998-10-14,20.43,0.18,53.0
1998-10-15,18.73,0.48,39.1
1998-10-16,21.21,1.27,43.0
1998-10-17,19.2,1.35,46.4
1998-10-18,19.49,2.24,45.3
1998-10-19,18.21,1.43,46.3
1998-10-20,15.73,1.35,44.8
1998-10-21,19.16,3.65,47.3
1998-10-22,22.93,0.9,36.2
1998-10-23,20.36,0.38,53.2
1998-10-24,19.03,0.26,45.8
1998-10-25,18.54,0.77,59.8
1998-10-26,18.84,1.87,44.7
1998-10-27,19.5,0.07,51.7
1998-10-28,16.79,0.21,42.9
1998-10-29,20.11,0.17,47.0
1998-10-30,19.39,1.32,41.8
1998-10-31,19.27,0.42,45.4
1998-11-01,18.73,0.27,43.5
1998-11-02,17.99,1.35,49.7
1998-11-03,18.85,2.15,55.7
1998-11-04,18.61,0.61,49.8
1998-11-05,17.08,1.29,62.0
1998-11-06,16.64,0.15,51.4
1998-11-07,17.54,4.1,43.3
1998-11-08,19.6,0.62,60.3
1998-11-09,15.31,8.99,52.9
1998-11-10,14.86,5.77,41.5
1998-11-11,17.21,2.26,48.5
1998-11-12,16.93,0.03,52.8
1998-11-13,17.02,1.18,51.8
1998-11-14,17.02,0.14,53.1
1998-11-15,16.22,3.38,54.4
1998-11-16,18.69,2.34,46.5
1998-11-17,13.96,5.38,52.2
1998-11-18,15.03,1.41,51.0
1998-11-19,16.02,1.11,48.8
1998-11-20,13.62,1.1,54.4
1998-11-21,15.74,0.73,51.5
1998-11-22,18.41,0.95,56.3
1998-11-23,15.86,1.51,52.4
1998-11-24,16.09,4.05,49.5
1998-11-25,13.77,1.36,52.1
1998-11-26,14.66,2.92,54.9
1998-11-27,14.95,2.98,51.9
1998-11-28,14.96,1.1,49.7
1998-11-29,17.28,0.64,52.9
1998-11-30,16.13,1.53,59.5
1998-12-01,13.55,0.89,55.9
1998-12-02,15.52,0.13,54.6
1998-12-03,15.84,0.71,52.1
1998-12-04,16.74,7.69,54.4
1998-12-05,17.34,0.07,48.8
1998-12-06,13.38,1.79,52.9
1998-12-07,13.63,2.76,56.6
1998-12-08,12.91,1.57,54.8
1998-12-09,14.39,1.27,52.6
1998-12-10,15.39,1.84,48.6
1998-12-11,16.13,0.84,54.3
1998-12-12,14.49,0.14,51.5
1998-12-13,14.08,4.92,55.3
1998-12-14,14.75,0.85,57.1
1998-12-15,13.23,1.64,63.1
1998-12-16,17.58,1.14,60.8
1998-12-17,12.0,0.08,57.6
1998-12-18,14.66,4.58,67.1
1998-12-19,17.38,2.36,59.0
1998-12-20,14.33,0.24,53.6
1998-12-21,14.01,6.0,56.4
1998-12-22,13.74,2.0,70.6
1998-12-23,13.98,0.96,54.4
1998-12-24,16.3,1.42,56.7
1998-12-25,10.9,0.17,63.5
1998-12-26,16.51,1.23,54.3
1998-12-27,12.06,0.11,64.1
1998-12-28,13.79,1.18,65.0
1998-12-29,13.54,1.21,60.9
1998-12-30,15.06,3.11,68.1
1998-12-31,11.78,1.94,59.2
1999-01-01,14.87,0.43,65.0
1999-01-02,17.22,3.29,48.7
1999-01-03,12.15,1.28,64.1
1999-01-04,14.48,1.4,67.8
1999-01-05,13.22,0.28,65.3
1999-01-06,14.86,2.93,59.7
1999-01-07,14.27,4.01,54.3
1999-01-08,13.29,2.24,67.9
1999-01-09,15.01,4.24,58.2
1999-01-10,17.01,0.54,59.1
1999-01-11,14.04,2.96,61.5
1999-01-12,15.43,1.01,66.4
1999-01-13,12.44,0.27,69.4
1999-01-14,12.98,1.66,73.8
1999-01-15,15.16,1.73,64.7
1999-01-16,16.71,0.51,65.7
1999-01-17,15.05,0.04,66.8
1999-01-18,14.09,0.33,62.4
1999-01-19,14.6,0.77,68.5
1999-01-20,12.78,0.28,62.4
1999-01-21,15.61,0.32,71.1
1999-01-22,16.07,0.74,60.9
1999-01-23,14.12,4.9,70.5
1999-01-24,14.15,2.17,70.8
1999-01-25,15.31,0.58,58.8
1999-01-26,14.32,4.54,68.5
1999-01-27,14.93,1.56,74.8
1999-01-28,18.24,0.91,68.4
1999-01-29,14.79,0.95,67.9
1999-01-30,14.69,0.79,65.3
1999-01-31,14.32,0.4,70.5
1999-02-01,16.48,0.73,66.5
1999-02-02,15.17,1.13,70.8
1999-02-03,14.54,1.13,72.4
1999-02-04,17.57,2.15,70.3
1999-02-05,17.8,0.67,74.7
1999-02-06,14.85,1.89,71.3
1999-02-07,13.03,1.29,67.7
1999-02-08,17.43,4.9,60.7
1999-02-09,14.98,0.73,67.6
1999-02-10,17.28,3.47,69.3
1999-02-11,13.23,2.58,73.1
1999-02-12,17.62,1.52,61.2
1999-02-13,14.55,1.59,61.8
1999-02-14,17.56,0.13,61.4
1999-02-15,16.58,4.5,70.6
1999-02-16,15.23,0.17,64.6
1999-02-17,16.15,1.24,73.6
1999-02-18,17.89,0.6,69.6
1999-02-19,17.13,0.84,63.9
1999-02-20,17.95,1.41,77.1
1999-02-21,20.15,3.59,72.0
1999-02-22,14.94,0.92,77.6
1999-02-23,19.82,6.6,72.6
1999-02-24,17.67,1.35,80.3
1999-02-25,16.27,0.26,75.9
1999-02-26,15.74,0.32,66.0
1999-02-27,17.57,1.89,70.4
1999-02-28,19.35,0.08,69.9
1999-03-01,17.89,0.98,62.0
1999-03-02,20.47,0.24,77.9
1999-03-03,16.15,0.85,75.8
1999-03-04,18.43,2.08,80.9
1999-03-05,16.69,0.92,65.7
1999-03-06,19.24,0.27,68.2
1999-03-07,20.15,0.44,69.1
1999-03-08,18.31,0.69,81.6
1999-03-09,15.16,0.11,81.4
1999-03-10,19.49,1.32,67.8
1999-03-11,19.98,1.4,76.3
1999-03-12,20.06,0.1,77.7
1999-03-13,21.44,0.77,74.0
1999-03-14,18.11,0.8,84.6
1999-03-15,20.87,0.61,62.4
1999-03-16,21.77,1.22,65.0
1999-03-17,17.44,0.64,75.4
1999-03-18,20.72,0.81,68.9
1999-03-19,19.62,2.4,79.5
1999-03-20,20.39,0.27,67.0
1999-03-21,21.17,1.45,78.2
1999-03-22,20.05,1.06,75.0
1999-03-23,19.9,0.55,84.3
1999-03-24,21.11,1.95,71.1
1999-03-25,19.56,1.2,83.3
1999-03-26,19.7,0.97,79.1
1999-03-27,22.48,1.65,70.4
1999-03-28,19.88,2.43,70.6
1999-03-29,22.74,5.4,80.8
1999-03-30,22.57,1.49,76.0
1999-03-31,19.43,3.11,74.5
1999-04-01,21.14,0.0,84.0
1999-04-02,24.08,1.13,79.2
1999-04-03,20.96,0.36,71.0
1999-04-04,21.87,0.15,72.4
1999-04-05,23.4,1.14,77.3
1999-04-06,24.02,2.06,76.3
1999-04-07,22.6,0.8,78.7
1999-04-08,22.22,1.66,79.2
1999-04-09,25.39,1.01,82.8
1999-04-10,26.0,0.86,72.9
1999-04-11,24.99,0.51,86.8
1999-04-12,23.79,0.72,79.5
1999-04-13,22.58,0.65,76.2
1999-04-14,22.68,1.56,74.0
1999-04-15,24.85,0.18,76.6
1999-04-16,24.83,0.15,65.7
1999-04-17,26.43,1.62,74.0
1999-04-18,25.44,1.19,81.0
1999-04-19,22.34,0.84,72.3
1999-04-20,26.3,0.25,64.7
1999-04-21,23.36,0.79,67.6
1999-04-22,24.41,2.34,72.5
1999-04-23,25.49,3.31,75.6
1999-04-24,28.24,1.82,69.7
1999-04-25,30.03,0.09,67.0
1999-04-26,26.41,1.66,70.0
1999-04-27,25.35,0.41,83.2
1999-04-28,26.55,0.57,86.6
1999-04-29,27.2,0.33,76.0
1999-04-30,25.51,2.24,74.6
1999-05-01,28.8,1.57,78.7
1999-05-02,26.57,1.42,66.1
1999-05-03,27.09,1.65,70.1
1999-05-04,27.46,0.41,62.2
1999-05-05,27.21,0.88,74.9
1999-05-06,27.95,1.5,72.2
1999-05-07,25.88,1.52,68.3
1999-05-08,26.08,2.35,81.8
1999-05-09,25.38,0.51,78.2
1999-05-10,27.8,2.21,71.6
1999-05-11,28.42,0.87,67.6
1999-05-12,28.04,1.66,73.0
1999-05-13,29.97,0.91,71.8
1999-05-14,27.55,4.45,68.6
1999-05-15,28.67,0.3,66.1
1999-05-16,26.12,1.69,72.0
1999-05-17,27.28,1.29,71.7
1999-05-18,29.0,0.28,65.0
1999-05-19,29.33,0.1,60.4
1999-05-20,27.7,2.41,68.3
1999-05-21,28.13,0.26,62.7
1999-05-22,26.05,0.31,65.6
1999-05-23,27.88,5.75,66.7
1999-05-24,29.83,1.89,71.5
1999-05-25,29.44,0.43,66.2
1999-05-26,29.42,1.34,70.2
1999-05-27,28.82,1.15,64.1
1999-05-28,28.83,2.79,70.0
1999-05-29,27.91,1.96,66.6
1999-05-30,30.02,2.67,69.4
1999-05-31,29.68,0.36,74.2
1999-06-01,29.85,6.13,66.6
1999-06-02,28.39,0.25,66.5
1999-06-03,26.02,0.43,69.3
1999-06-04,30.96,7.5,69.5
1999-06-05,28.66,0.15,54.7
1999-06-06,28.14,5.2,60.6
1999-06-07,30.53,11.01,67.3
1999-06-08,28.96,2.87,74.1
1999-06-09,31.19,0.28,58.3
1999-06-10,30.58,7.51,62.6
1999-06-11,30.73,15.93,66.4
1999-06-12,27.7,7.58,60.1
1999-06-13,31.61,5.18,67.4
1999-06-14,30.23,1.57,68.0
1999-06-15,29.32,0.09,66.4
1999-06-16,30.13,7.12,65.0
1999-06-17,27.28,1.58,58.6
1999-06-18,30.59,11.72,62.0
1999-06-19,28.47,3.77,69.6
1999-06-20,28.01,4.54,64.8
1999-06-21,27.78,8.41,51.0
1999-06-22,31.76,9.07,66.5
1999-06-23,29.16,6.17,64.2
1999-06-24,32.43,16.73,60.2
1999-06-25,29.34,24.2,60.6
1999-06-26,27.6,17.61,58.4
1999-06-27,28.5,10.43,61.5
1999-06-28,32.03,7.34,60.9
1999-06-29,29.95,6.53,59.4
1999-06-30,29.37,0.66,61.7
1999-07-01,30.43,1.9,59.5
1999-07-02,30.95,0.03,64.9
1999-07-03,31.87,0.89,63.8
1999-07-04,32.36,3.47,52.6
1999-07-05,29.64,0.95,61.0
1999-07-06,28.18,13.92,57.4
1999-07-07,29.54,9.83,53.7
1999-07-08,30.54,0.45,60.0
1999-07-09,28.68,1.72,60.1
1999-07-10,28.67,10.26,71.6
1999-07-11,30.6,9.75,46.5
1999-07-12,29.99,17.45,55.0
1999-07-13,30.09,36.06,69.6
1999-07-14,28.87,22.45,53.0
1999-07-15,29.64,3.17,58.4
1999-07-16,28.56,1.73,57.3
1999-07-17,31.25,8.52,56.5
1999-07-18,31.43,2.13,53.0
1999-07-19,27.07,9.85,53.1
1999-07-20,28.4,4.58,56.9
1999-07-21,27.51,9.48,54.1
1999-07-22,28.73,1.94,56.3
1999-07-23,29.53,4.26,57.0
1999-07-24,27.43,4.98,59.3
1999-07-25,28.17,17.2,59.4
1999-07-26,27.99,1.86,54.7
1999-07-27,29.75,16.56,48.0
1999-07-28,29.48,9.8,59.8
1999-07-29,28.23,7.88,54.9
1999-07-30,29.52,9.28,57.2
1999-07-31,28.37,5.58,55.1
1999-08-01,28.71,1.68,51.5
1999-08-02,31.56,1.26,50.7
1999-08-03,30.99,12.07,60.2
1999-08-04,26.95,7.75,52.4
1999-08-05,30.07,1.44,51.5
1999-08-06,29.97,5.73,47.5
1999-08-07,26.95,3.56,50.0
1999-08-08,29.82,1.04,56.0
1999-08-09,30.81,4.55,51.3
1999-08-10,26.74,1.98,57.3
1999-08-11,26.96,0.61,52.3
1999-08-12,29.77,3.77,50.9
1999-08-13,28.56,5.35,48.0
1999-08-14,28.89,0.29,50.3
1999-08-15,28.47,3.09,45.6
1999-08-16,28.45,1.79,52.8
1999-08-17,25.78,0.19,49.2
1999-08-18,29.24,0.81,48.1
1999-08-19,29.32,0.9,47.8
1999-08-20,27.12,1.21,52.4
1999-08-21,27.3,9.76,45.6
1999-08-22,24.96,3.47,53.7
1999-08-23,27.92,0.95,46.3
1999-08-24,27.9,0.63,51.4
1999-08-25,26.84,2.12,45.8
1999-08-26,28.5,9.6,45.1
1999-08-27,26.2,2.72,55.2
1999-08-28,27.44,1.05,51.0
1999-08-29,24.95,3.11,48.0
1999-08-30,26.32,4.86,40.0
1999-08-31,25.98,0.18,49.2
1999-09-01,26.46,5.93,52.1
1999-09-02,25.45,3.02,47.8
1999-09-03,25.68,0.06,46.9
1999-09-04,26.99,6.72,47.6
1999-09-05,24.98,7.48,48.7
1999-09-06,23.1,5.95,43.5
1999-09-07,28.01,2.51,46.2
1999-09-08,27.33,4.53,46.8
1999-09-09,23.19,2.94,50.8
1999-09-10,26.03,7.24,35.3
1999-09-11,24.11,5.26,50.8
1999-09-12,25.13,0.51,38.2
1999-09-13,25.05,6.18,42.5
1999-09-14,24.12,6.97,45.6
1999-09-15,23.17,2.78,49.2
1999-09-16,23.17,12.51,51.0
1999-09-17,22.7,11.11,42.1
1999-09-18,22.7,1.16,48.4
1999-09-19,23.71,14.08,41.1
1999-09-20,22.6,3.49,39.6
1999-09-21,24.56,7.72,53.1
1999-09-22,25.63,10.1,52.8
1999-09-23,22.4,4.22,43.6
1999-09-24,23.49,3.06,38.1
1999-09-25,23.74,14.82,39.5
1999-09-26,23.56,1.57,50.6
1999-09-27,22.83,1.78,47.1
1999-09-28,23.69,2.69,39.7
1999-09-29,23.17,11.77,45.9
1999-09-30,20.45,16.76,41.1
1999-10-01,23.47,0.37,37.3
1999-10-02,23.36,2.99,39.7
1999-10-03,20.75,0.45,50.4
1999-10-04,21.81,5.29,36.6
1999-10-05,22.64,1.36,44.4
1999-10-06,21.17,0.01,39.6
1999-10-07,22.95,0.05,51.0
1999-10-08,24.75,0.24,44.2
1999-10-09,19.89,0.31,50.3
1999-10-10,18.86,2.19,41.6
1999-10-11,21.25,0.38,46.3
1999-10-12,21.75,5.22,42.0
1999-10-13,20.18,1.52,38.5
1999-10-14,22.57,1.77,41.1
1999-10-15,18.25,0.37,43.3
1999-10-16,21.17,3.35,39.0
1999-10-17,19.09,1.65,49.5
1999-10-18,22.44,3.0,41.4
1999-10-19,22.72,4.7,50.9
1999-10-20,18.45,0.2,42.0
1999-10-21,18.65,0.15,44.1
1999-10-22,20.63,2.44,41.9
1999-10-23,18.63,3.02,46.0
1999-10-24,19.02,1.31,42.2
1999-10-25,19.0,0.68,41.8
1999-10-26,15.96,1.59,53.8
1999-10-27,18.69,0.55,52.4
1999-10-28,17.55,0.41,56.5
1999-10-29,17.73,1.0,46.1
1999-10-30,20.51,0.37,37.5
1999-10-31,16.34,0.99,46.6
1999-11-01,19.33,4.71,43.3
1999-11-02,17.57,2.75,44.9
1999-11-03,17.45,4.26,47.2
1999-11-04,18.94,2.46,56.1
1999-11-05,18.15,0.66,48.2
1999-11-06,18.39,2.51,58.2
1999-11-07,18.87,3.84,44.6
1999-11-08,16.81,4.41,55.5
1999-11-09,16.28,1.72,49.1
1999-11-10,15.47,0.36,38.1
1999-11-11,15.75,0.06,49.5
1999-11-12,21.31,0.24,52.3
1999-11-13,18.65,5.05,40.9
1999-11-14,14.66,0.93,47.8
1999-11-15,14.6,2.9,46.7
1999-11-16,17.21,0.94,54.3
1999-11-17,17.21,1.62,47.5
1999-11-18,17.12,0.04,48.0
1999-11-19,15.83,0.43,45.7
1999-11-20,15.93,0.86,45.5
1999-11-21,16.52,1.49,45.6
1999-11-22,16.07,0.28,44.7
1999-11-23,12.53,2.17,44.6
1999-11-24,15.43,0.68,58.5
1999-11-25,14.42,2.55,58.3
1999-11-26,15.88,0.15,57.2
1999-11-27,20.02,1.71,52.1
1999-11-28,16.01,0.52,49.8
1999-11-29,14.92,2.38,54.7
1999-11-30,16.7,0.77,59.7
1999-12-01,15.97,1.64,53.7
1999-12-02,15.81,4.08,50.9
1999-12-03,16.03,0.03,56.0
1999-12-04,18.14,0.02,70.0
1999-12-05,13.3,2.21,49.6
1999-12-06,15.65,1.56,48.5
1999-12-07,13.49,0.52,60.1
1999-12-08,15.66,1.02,59.4
1999-12-09,13.4,0.06,49.2
1999-12-10,14.1,0.32,56.2
1999-12-11,14.24,0.83,53.2
1999-12-12,16.1,2.69,49.0
1999-12-13,15.97,0.98,49.5
1999-12-14,12.68,1.32,52.8
1999-12-15,14.59,3.1,56.7
1999-12-16,13.41,0.55,59.7
1999-12-17,12.55,1.81,54.4
1999-12-18,14.08,2.97,55.3
1999-12-19,13.92,0.34,59.8
1999-12-20,17.99,0.66,55.7
1999-12-21,14.98,5.85,56.1
1999-12-22,12.24,6.13,63.5
1999-12-23,13.44,0.38,56.1
1999-12-24,15.8,0.1,55.1
1999-12-25,17.38,0.47,55.4
1999-12-26,11.86,0.76,57.9
1999-12-27,11.41,0.87,65.3
1999-12-28,17.03,1.45,61.4
1999-12-29,14.8,3.45,58.9
1999-12-30,12.91,0.6,59.2
1999-12-31,15.01,2.85,63.9
2000-01-01,10.26,0.15,59.7
2000-01-02,14.22,0.06,59.9
2000-01-03,14.71,1.05,62.4
2000-01-04,15.62,0.09,57.5
2000-01-05,12.72,0.75,71.1
2000-01-06,14.38,3.41,71.0
2000-01-07,12.88,0.41,62.2
2000-01-08,14.67,1.84,61.5
2000-01-09,12.96,0.54,57.9
2000-01-10,13.72,0.07,63.0
2000-01-11,12.86,1.22,57.9
2000-01-12,15.36,2.7,62.3
2000-01-13,15.7,0.79,67.0
2000-01-14,14.09,1.44,68.8
2000-01-15,14.53,3.45,71.1
2000-01-16,12.34,2.34,66.4
2000-01-17,14.1,0.32,59.9
2000-01-18,14.52,1.98,71.9
2000-01-19,18.57,1.05,69.6
2000-01-20,13.01,2.06,63.0
2000-01-21,16.93,1.02,60.3
2000-01-22,16.27,0.21,66.5
2000-01-23,15.25,1.27,72.3
2000-01-24,17.52,1.02,63.9
2000-01-25,15.5,1.09,67.0
